Column1,GOSlim_bin
PiuraChilensis_v1_contig_10422,RNA metabolism
PiuraChilensis_v1_contig_10422,protein metabolism
PiuraChilensis_v1_contig_10422,death
PiuraChilensis_v1_contig_10422,other metabolic processes
PiuraChilensis_v1_contig_10422,cell organization and biogenesis
PiuraChilensis_v1_contig_10422,other biological processes
PiuraChilensis_v1_contig_10422,signal transduction
PiuraChilensis_v1_contig_7370,other metabolic processes
PiuraChilensis_v1_contig_13600,RNA metabolism
PiuraChilensis_v1_contig_5418,other biological processes
PiuraChilensis_v1_contig_12505,cell adhesion
PiuraChilensis_v1_contig_11485,other metabolic processes
PiuraChilensis_v1_contig_11485,protein metabolism
PiuraChilensis_v1_contig_6586,developmental processes
PiuraChilensis_v1_contig_7656,developmental processes
PiuraChilensis_v1_contig_6586,cell organization and biogenesis
PiuraChilensis_v1_contig_7656,cell organization and biogenesis
PiuraChilensis_v1_contig_13602,other biological processes
PiuraChilensis_v1_contig_1822,transport
PiuraChilensis_v1_contig_14021,other metabolic processes
PiuraChilensis_v1_contig_9664,other metabolic processes
PiuraChilensis_v1_contig_4378,other metabolic processes
PiuraChilensis_v1_contig_3192,other metabolic processes
PiuraChilensis_v1_contig_652,other metabolic processes
PiuraChilensis_v1_contig_10071,other metabolic processes
PiuraChilensis_v1_contig_7081,cell organization and biogenesis
PiuraChilensis_v1_contig_169,protein metabolism
PiuraChilensis_v1_contig_1175,death
PiuraChilensis_v1_contig_14265,death
PiuraChilensis_v1_contig_4342,death
PiuraChilensis_v1_contig_5942,death
PiuraChilensis_v1_contig_1175,developmental processes
PiuraChilensis_v1_contig_14265,developmental processes
PiuraChilensis_v1_contig_4342,developmental processes
PiuraChilensis_v1_contig_5942,developmental processes
PiuraChilensis_v1_contig_1175,other biological processes
PiuraChilensis_v1_contig_14265,other biological processes
PiuraChilensis_v1_contig_4342,other biological processes
PiuraChilensis_v1_contig_5942,other biological processes
PiuraChilensis_v1_contig_1175,protein metabolism
PiuraChilensis_v1_contig_14265,protein metabolism
PiuraChilensis_v1_contig_4342,protein metabolism
PiuraChilensis_v1_contig_5942,protein metabolism
PiuraChilensis_v1_contig_2012,transport
PiuraChilensis_v1_contig_2520,transport
PiuraChilensis_v1_contig_2597,death
PiuraChilensis_v1_contig_5645,death
PiuraChilensis_v1_contig_2597,developmental processes
PiuraChilensis_v1_contig_5645,developmental processes
PiuraChilensis_v1_contig_2597,other biological processes
PiuraChilensis_v1_contig_5645,other biological processes
PiuraChilensis_v1_contig_2597,protein metabolism
PiuraChilensis_v1_contig_5645,protein metabolism
PiuraChilensis_v1_contig_3858,other metabolic processes
PiuraChilensis_v1_contig_4252,RNA metabolism
PiuraChilensis_v1_contig_4252,protein metabolism
PiuraChilensis_v1_contig_4252,cell organization and biogenesis
PiuraChilensis_v1_contig_4252,other metabolic processes
PiuraChilensis_v1_contig_2757,RNA metabolism
PiuraChilensis_v1_contig_8155,developmental processes
PiuraChilensis_v1_contig_120,stress response
PiuraChilensis_v1_contig_1526,RNA metabolism
PiuraChilensis_v1_contig_1526,protein metabolism
PiuraChilensis_v1_contig_13973,transport
PiuraChilensis_v1_contig_9936,protein metabolism
PiuraChilensis_v1_contig_4678,RNA metabolism
PiuraChilensis_v1_contig_4678,transport
PiuraChilensis_v1_contig_2047,transport
PiuraChilensis_v1_contig_2047,cell organization and biogenesis
PiuraChilensis_v1_contig_1286,other metabolic processes
PiuraChilensis_v1_contig_1286,protein metabolism
PiuraChilensis_v1_contig_1286,cell organization and biogenesis
PiuraChilensis_v1_contig_4134,transport
PiuraChilensis_v1_contig_9785,transport
PiuraChilensis_v1_contig_6794,protein metabolism
PiuraChilensis_v1_contig_6794,other biological processes
PiuraChilensis_v1_contig_9185,other biological processes
PiuraChilensis_v1_contig_6036,RNA metabolism
PiuraChilensis_v1_contig_6036,other metabolic processes
PiuraChilensis_v1_contig_10663,protein metabolism
PiuraChilensis_v1_contig_11338,protein metabolism
PiuraChilensis_v1_contig_10663,other biological processes
PiuraChilensis_v1_contig_11338,other biological processes
PiuraChilensis_v1_contig_5156,RNA metabolism
PiuraChilensis_v1_contig_5156,other biological processes
PiuraChilensis_v1_contig_5156,cell organization and biogenesis
PiuraChilensis_v1_contig_7145,other metabolic processes
PiuraChilensis_v1_contig_10490,cell cycle and proliferation
PiuraChilensis_v1_contig_10490,other biological processes
PiuraChilensis_v1_contig_10490,cell organization and biogenesis
PiuraChilensis_v1_contig_2508,transport
PiuraChilensis_v1_contig_2508,other biological processes
PiuraChilensis_v1_contig_2446,other metabolic processes
PiuraChilensis_v1_contig_3904,developmental processes
PiuraChilensis_v1_contig_3904,signal transduction
PiuraChilensis_v1_contig_3904,cell organization and biogenesis
PiuraChilensis_v1_contig_166,other metabolic processes
PiuraChilensis_v1_contig_11680,RNA metabolism
PiuraChilensis_v1_contig_7053,other biological processes
PiuraChilensis_v1_contig_7053,cell cycle and proliferation
PiuraChilensis_v1_contig_7053,cell organization and biogenesis
PiuraChilensis_v1_contig_6793,other metabolic processes
PiuraChilensis_v1_contig_6793,protein metabolism
PiuraChilensis_v1_contig_2875,other metabolic processes
PiuraChilensis_v1_contig_2875,protein metabolism
PiuraChilensis_v1_contig_11764,protein metabolism
PiuraChilensis_v1_contig_9337,other biological processes
PiuraChilensis_v1_contig_3503,developmental processes
PiuraChilensis_v1_contig_4071,developmental processes
PiuraChilensis_v1_contig_6244,developmental processes
PiuraChilensis_v1_contig_3503,protein metabolism
PiuraChilensis_v1_contig_4071,protein metabolism
PiuraChilensis_v1_contig_6244,protein metabolism
PiuraChilensis_v1_contig_3503,other metabolic processes
PiuraChilensis_v1_contig_4071,other metabolic processes
PiuraChilensis_v1_contig_6244,other metabolic processes
PiuraChilensis_v1_contig_7381,stress response
PiuraChilensis_v1_contig_7381,other biological processes
PiuraChilensis_v1_contig_7381,transport
PiuraChilensis_v1_contig_7381,cell organization and biogenesis
PiuraChilensis_v1_contig_7381,death
PiuraChilensis_v1_contig_6155,RNA metabolism
PiuraChilensis_v1_contig_6155,stress response
PiuraChilensis_v1_contig_6155,death
PiuraChilensis_v1_contig_6155,cell cycle and proliferation
PiuraChilensis_v1_contig_6155,protein metabolism
PiuraChilensis_v1_contig_6155,cell organization and biogenesis
PiuraChilensis_v1_contig_6155,other biological processes
PiuraChilensis_v1_contig_6155,developmental processes
PiuraChilensis_v1_contig_12936,other biological processes
PiuraChilensis_v1_contig_9624,other biological processes
PiuraChilensis_v1_contig_12936,RNA metabolism
PiuraChilensis_v1_contig_9624,RNA metabolism
PiuraChilensis_v1_contig_12936,other metabolic processes
PiuraChilensis_v1_contig_9624,other metabolic processes
PiuraChilensis_v1_contig_12936,signal transduction
PiuraChilensis_v1_contig_9624,signal transduction
PiuraChilensis_v1_contig_12958,other biological processes
PiuraChilensis_v1_contig_13113,other biological processes
PiuraChilensis_v1_contig_5571,other biological processes
PiuraChilensis_v1_contig_12744,RNA metabolism
PiuraChilensis_v1_contig_945,RNA metabolism
PiuraChilensis_v1_contig_12744,death
PiuraChilensis_v1_contig_945,death
PiuraChilensis_v1_contig_1289,protein metabolism
PiuraChilensis_v1_contig_4895,developmental processes
PiuraChilensis_v1_contig_4895,RNA metabolism
PiuraChilensis_v1_contig_4895,other biological processes
PiuraChilensis_v1_contig_3229,cell cycle and proliferation
PiuraChilensis_v1_contig_3229,cell organization and biogenesis
PiuraChilensis_v1_contig_3229,other biological processes
PiuraChilensis_v1_contig_4520,stress response
PiuraChilensis_v1_contig_4520,cell organization and biogenesis
PiuraChilensis_v1_contig_7551,stress response
PiuraChilensis_v1_contig_7551,other metabolic processes
PiuraChilensis_v1_contig_13962,other biological processes
PiuraChilensis_v1_contig_13962,cell organization and biogenesis
PiuraChilensis_v1_contig_13962,cell-cell signaling
PiuraChilensis_v1_contig_2052,other biological processes
PiuraChilensis_v1_contig_2052,other metabolic processes
PiuraChilensis_v1_contig_9379,other metabolic processes
PiuraChilensis_v1_contig_9379,protein metabolism
PiuraChilensis_v1_contig_9071,signal transduction
PiuraChilensis_v1_contig_9071,other metabolic processes
PiuraChilensis_v1_contig_7044,other metabolic processes
PiuraChilensis_v1_contig_7044,RNA metabolism
PiuraChilensis_v1_contig_3995,cell adhesion
PiuraChilensis_v1_contig_11388,protein metabolism
PiuraChilensis_v1_contig_4868,death
PiuraChilensis_v1_contig_7464,death
PiuraChilensis_v1_contig_4868,other metabolic processes
PiuraChilensis_v1_contig_7464,other metabolic processes
PiuraChilensis_v1_contig_3003,other biological processes
PiuraChilensis_v1_contig_3926,other biological processes
PiuraChilensis_v1_contig_3003,other metabolic processes
PiuraChilensis_v1_contig_3926,other metabolic processes
PiuraChilensis_v1_contig_3003,cell cycle and proliferation
PiuraChilensis_v1_contig_3926,cell cycle and proliferation
PiuraChilensis_v1_contig_3003,signal transduction
PiuraChilensis_v1_contig_3926,signal transduction
PiuraChilensis_v1_contig_10334,RNA metabolism
PiuraChilensis_v1_contig_10334,protein metabolism
PiuraChilensis_v1_contig_10334,transport
PiuraChilensis_v1_contig_10334,other metabolic processes
PiuraChilensis_v1_contig_7968,signal transduction
PiuraChilensis_v1_contig_7968,other metabolic processes
PiuraChilensis_v1_contig_7968,transport
PiuraChilensis_v1_contig_4899,protein metabolism
PiuraChilensis_v1_contig_2028,transport
PiuraChilensis_v1_contig_13538,other metabolic processes
PiuraChilensis_v1_contig_9198,other metabolic processes
PiuraChilensis_v1_contig_4472,stress response
PiuraChilensis_v1_contig_4472,DNA metabolism
PiuraChilensis_v1_contig_4472,protein metabolism
PiuraChilensis_v1_contig_4472,other biological processes
PiuraChilensis_v1_contig_4472,cell organization and biogenesis
PiuraChilensis_v1_contig_4472,cell cycle and proliferation
PiuraChilensis_v1_contig_4472,signal transduction
PiuraChilensis_v1_contig_4824,other metabolic processes
PiuraChilensis_v1_contig_4311,signal transduction
PiuraChilensis_v1_contig_4311,other biological processes
PiuraChilensis_v1_contig_12616,other biological processes
PiuraChilensis_v1_contig_12616,signal transduction
PiuraChilensis_v1_contig_8236,cell organization and biogenesis
PiuraChilensis_v1_contig_9550,RNA metabolism
PiuraChilensis_v1_contig_12206,stress response
PiuraChilensis_v1_contig_12206,other biological processes
PiuraChilensis_v1_contig_12206,developmental processes
PiuraChilensis_v1_contig_5701,other biological processes
PiuraChilensis_v1_contig_12597,protein metabolism
PiuraChilensis_v1_contig_12597,RNA metabolism
PiuraChilensis_v1_contig_12597,other metabolic processes
PiuraChilensis_v1_contig_12597,stress response
PiuraChilensis_v1_contig_4876,RNA metabolism
PiuraChilensis_v1_contig_4876,signal transduction
PiuraChilensis_v1_contig_4876,other metabolic processes
PiuraChilensis_v1_contig_5084,protein metabolism
PiuraChilensis_v1_contig_12692,protein metabolism
PiuraChilensis_v1_contig_12692,other metabolic processes
PiuraChilensis_v1_contig_4495,stress response
PiuraChilensis_v1_contig_4495,DNA metabolism
PiuraChilensis_v1_contig_4495,other metabolic processes
PiuraChilensis_v1_contig_3964,transport
PiuraChilensis_v1_contig_3964,cell organization and biogenesis
PiuraChilensis_v1_contig_3964,cell cycle and proliferation
PiuraChilensis_v1_contig_3964,other biological processes
PiuraChilensis_v1_contig_14431,other metabolic processes
PiuraChilensis_v1_contig_14431,other biological processes
PiuraChilensis_v1_contig_4480,protein metabolism
PiuraChilensis_v1_contig_964,death
PiuraChilensis_v1_contig_1367,other metabolic processes
PiuraChilensis_v1_contig_6415,other metabolic processes
PiuraChilensis_v1_contig_5804,DNA metabolism
PiuraChilensis_v1_contig_5804,stress response
PiuraChilensis_v1_contig_12248,stress response
PiuraChilensis_v1_contig_1767,stress response
PiuraChilensis_v1_contig_9192,signal transduction
PiuraChilensis_v1_contig_9192,developmental processes
PiuraChilensis_v1_contig_12266,other biological processes
PiuraChilensis_v1_contig_1824,other biological processes
PiuraChilensis_v1_contig_6054,other biological processes
PiuraChilensis_v1_contig_9744,other biological processes
PiuraChilensis_v1_contig_4236,stress response
PiuraChilensis_v1_contig_4236,DNA metabolism
PiuraChilensis_v1_contig_4236,other biological processes
PiuraChilensis_v1_contig_4236,protein metabolism
PiuraChilensis_v1_contig_4236,cell cycle and proliferation
PiuraChilensis_v1_contig_4236,signal transduction
PiuraChilensis_v1_contig_5339,other metabolic processes
PiuraChilensis_v1_contig_1150,RNA metabolism
PiuraChilensis_v1_contig_1150,signal transduction
PiuraChilensis_v1_contig_1150,other biological processes
PiuraChilensis_v1_contig_1150,other metabolic processes
PiuraChilensis_v1_contig_1684,cell organization and biogenesis
PiuraChilensis_v1_contig_1684,other biological processes
PiuraChilensis_v1_contig_9838,other biological processes
PiuraChilensis_v1_contig_11329,other biological processes
PiuraChilensis_v1_contig_1480,other biological processes
PiuraChilensis_v1_contig_7634,other biological processes
PiuraChilensis_v1_contig_4040,transport
PiuraChilensis_v1_contig_7132,transport
PiuraChilensis_v1_contig_7226,transport
PiuraChilensis_v1_contig_3210,other biological processes
PiuraChilensis_v1_contig_3210,other metabolic processes
PiuraChilensis_v1_contig_3210,cell-cell signaling
PiuraChilensis_v1_contig_7239,other biological processes
PiuraChilensis_v1_contig_7239,stress response
PiuraChilensis_v1_contig_7239,DNA metabolism
PiuraChilensis_v1_contig_7239,RNA metabolism
PiuraChilensis_v1_contig_7239,cell cycle and proliferation
PiuraChilensis_v1_contig_7239,cell organization and biogenesis
PiuraChilensis_v1_contig_7239,protein metabolism
PiuraChilensis_v1_contig_7239,signal transduction
PiuraChilensis_v1_contig_12174,protein metabolism
PiuraChilensis_v1_contig_12174,other metabolic processes
PiuraChilensis_v1_contig_2377,other metabolic processes
PiuraChilensis_v1_contig_8786,other metabolic processes
PiuraChilensis_v1_contig_2377,cell cycle and proliferation
PiuraChilensis_v1_contig_8786,cell cycle and proliferation
PiuraChilensis_v1_contig_2377,other biological processes
PiuraChilensis_v1_contig_8786,other biological processes
PiuraChilensis_v1_contig_2377,signal transduction
PiuraChilensis_v1_contig_8786,signal transduction
PiuraChilensis_v1_contig_2377,stress response
