Column1,Column2,Column1,Column2
PiuraChilensis_v1_contig_10172,0.776606,PiuraChilensis_v1_contig_10172,transport
PiuraChilensis_v1_contig_10173,0.50699,PiuraChilensis_v1_contig_10173,RNA metabolism
PiuraChilensis_v1_contig_10173,0.50699,PiuraChilensis_v1_contig_10173,cell organization and biogenesis
PiuraChilensis_v1_contig_10173,0.50699,PiuraChilensis_v1_contig_10173,death
PiuraChilensis_v1_contig_10173,0.50699,PiuraChilensis_v1_contig_10173,other biological processes
PiuraChilensis_v1_contig_10173,0.50699,PiuraChilensis_v1_contig_10173,other metabolic processes
PiuraChilensis_v1_contig_10173,0.50699,PiuraChilensis_v1_contig_10173,protein metabolism
PiuraChilensis_v1_contig_10173,0.50699,PiuraChilensis_v1_contig_10173,signal transduction
PiuraChilensis_v1_contig_10173,0.50699,PiuraChilensis_v1_contig_10173,stress response
PiuraChilensis_v1_contig_10174,0.688671,,
PiuraChilensis_v1_contig_10175,0.611767,PiuraChilensis_v1_contig_10175,other biological processes
PiuraChilensis_v1_contig_10176,0.599429,,
PiuraChilensis_v1_contig_10177,1.19989,,
PiuraChilensis_v1_contig_10178,0.831859,PiuraChilensis_v1_contig_10178,RNA metabolism
PiuraChilensis_v1_contig_10178,0.831859,PiuraChilensis_v1_contig_10178,cell cycle and proliferation
PiuraChilensis_v1_contig_10178,0.831859,PiuraChilensis_v1_contig_10178,developmental processes
PiuraChilensis_v1_contig_10179,0.640554,PiuraChilensis_v1_contig_10179,RNA metabolism
PiuraChilensis_v1_contig_1018,0.350738,PiuraChilensis_v1_contig_1018,RNA metabolism
PiuraChilensis_v1_contig_10180,1.04349,,
PiuraChilensis_v1_contig_10181,0.745023,PiuraChilensis_v1_contig_10181,protein metabolism
PiuraChilensis_v1_contig_10182,1.03274,PiuraChilensis_v1_contig_10182,RNA metabolism
PiuraChilensis_v1_contig_10182,1.03274,PiuraChilensis_v1_contig_10182,developmental processes
PiuraChilensis_v1_contig_10182,1.03274,PiuraChilensis_v1_contig_10182,other biological processes
PiuraChilensis_v1_contig_10182,1.03274,PiuraChilensis_v1_contig_10182,other metabolic processes
PiuraChilensis_v1_contig_10183,0.786142,PiuraChilensis_v1_contig_10183,cell-cell signaling
PiuraChilensis_v1_contig_10183,0.786142,PiuraChilensis_v1_contig_10183,developmental processes
PiuraChilensis_v1_contig_10183,0.786142,PiuraChilensis_v1_contig_10183,other biological processes
PiuraChilensis_v1_contig_10183,0.786142,PiuraChilensis_v1_contig_10183,transport
PiuraChilensis_v1_contig_10184,0.902543,PiuraChilensis_v1_contig_10184,other metabolic processes
PiuraChilensis_v1_contig_10185,0.783595,PiuraChilensis_v1_contig_10185,RNA metabolism
PiuraChilensis_v1_contig_10185,0.783595,PiuraChilensis_v1_contig_10185,cell organization and biogenesis
PiuraChilensis_v1_contig_10185,0.783595,PiuraChilensis_v1_contig_10185,other biological processes
PiuraChilensis_v1_contig_10185,0.783595,PiuraChilensis_v1_contig_10185,transport
PiuraChilensis_v1_contig_10186,0.869291,,
PiuraChilensis_v1_contig_10187,0.562727,,
PiuraChilensis_v1_contig_10188,0.620929,PiuraChilensis_v1_contig_10188,protein metabolism
PiuraChilensis_v1_contig_10189,0.690952,PiuraChilensis_v1_contig_10189,signal transduction
PiuraChilensis_v1_contig_1019,0.593674,,
PiuraChilensis_v1_contig_10190,0.361569,,
PiuraChilensis_v1_contig_10191,0.496164,,
PiuraChilensis_v1_contig_10192,0.432615,,
PiuraChilensis_v1_contig_10193,0.752659,,
PiuraChilensis_v1_contig_10194,0.89558,PiuraChilensis_v1_contig_10194,cell organization and biogenesis
PiuraChilensis_v1_contig_10194,0.89558,PiuraChilensis_v1_contig_10194,death
PiuraChilensis_v1_contig_10194,0.89558,PiuraChilensis_v1_contig_10194,other biological processes
PiuraChilensis_v1_contig_10194,0.89558,PiuraChilensis_v1_contig_10194,protein metabolism
PiuraChilensis_v1_contig_10194,0.89558,PiuraChilensis_v1_contig_10194,transport
PiuraChilensis_v1_contig_10195,0.669018,PiuraChilensis_v1_contig_10195,death
PiuraChilensis_v1_contig_10195,0.669018,PiuraChilensis_v1_contig_10195,other biological processes
PiuraChilensis_v1_contig_10195,0.669018,PiuraChilensis_v1_contig_10195,other metabolic processes
PiuraChilensis_v1_contig_10196,0.756684,PiuraChilensis_v1_contig_10196,protein metabolism
PiuraChilensis_v1_contig_10197,0.416646,,
PiuraChilensis_v1_contig_10198,0.544888,,
PiuraChilensis_v1_contig_10199,0.522948,,
PiuraChilensis_v1_contig_102,0.849271,,
PiuraChilensis_v1_contig_1020,0.710108,PiuraChilensis_v1_contig_1020,protein metabolism
PiuraChilensis_v1_contig_1020,0.710108,PiuraChilensis_v1_contig_1020,transport
PiuraChilensis_v1_contig_10200,0.81324,,
PiuraChilensis_v1_contig_10201,0.831159,PiuraChilensis_v1_contig_10201,cell organization and biogenesis
PiuraChilensis_v1_contig_10201,0.831159,PiuraChilensis_v1_contig_10201,other metabolic processes
PiuraChilensis_v1_contig_10202,1.11238,,
PiuraChilensis_v1_contig_10203,0.863425,,
PiuraChilensis_v1_contig_10204,0.575303,PiuraChilensis_v1_contig_10204,other metabolic processes
PiuraChilensis_v1_contig_10204,0.575303,PiuraChilensis_v1_contig_10204,transport
PiuraChilensis_v1_contig_10205,0.597403,,
PiuraChilensis_v1_contig_10206,0.659669,,
PiuraChilensis_v1_contig_10207,1.11732,,
PiuraChilensis_v1_contig_10208,0.542875,,
PiuraChilensis_v1_contig_10209,1.11261,PiuraChilensis_v1_contig_10209,other biological processes
PiuraChilensis_v1_contig_10209,1.11261,PiuraChilensis_v1_contig_10209,other metabolic processes
PiuraChilensis_v1_contig_10209,1.11261,PiuraChilensis_v1_contig_10209,protein metabolism
PiuraChilensis_v1_contig_1021,0.935318,PiuraChilensis_v1_contig_1021,cell organization and biogenesis
PiuraChilensis_v1_contig_1021,0.935318,PiuraChilensis_v1_contig_1021,other metabolic processes
PiuraChilensis_v1_contig_10210,0.956068,PiuraChilensis_v1_contig_10210,cell organization and biogenesis
PiuraChilensis_v1_contig_10210,0.956068,PiuraChilensis_v1_contig_10210,death
PiuraChilensis_v1_contig_10210,0.956068,PiuraChilensis_v1_contig_10210,other biological processes
PiuraChilensis_v1_contig_10210,0.956068,PiuraChilensis_v1_contig_10210,stress response
PiuraChilensis_v1_contig_10210,0.956068,PiuraChilensis_v1_contig_10210,transport
PiuraChilensis_v1_contig_10211,0.613388,PiuraChilensis_v1_contig_10211,DNA metabolism
PiuraChilensis_v1_contig_10211,0.613388,PiuraChilensis_v1_contig_10211,stress response
PiuraChilensis_v1_contig_10212,0.783201,,
PiuraChilensis_v1_contig_10213,1.00708,,
PiuraChilensis_v1_contig_10214,0.235047,,
PiuraChilensis_v1_contig_10215,0.487092,PiuraChilensis_v1_contig_10215,protein metabolism
PiuraChilensis_v1_contig_10215,0.487092,PiuraChilensis_v1_contig_10215,signal transduction
PiuraChilensis_v1_contig_10216,0.869207,PiuraChilensis_v1_contig_10216,RNA metabolism
PiuraChilensis_v1_contig_10217,0.962921,PiuraChilensis_v1_contig_10217,transport
PiuraChilensis_v1_contig_10218,0.683201,PiuraChilensis_v1_contig_10218,DNA metabolism
PiuraChilensis_v1_contig_10218,0.683201,PiuraChilensis_v1_contig_10218,cell cycle and proliferation
PiuraChilensis_v1_contig_10218,0.683201,PiuraChilensis_v1_contig_10218,other metabolic processes
PiuraChilensis_v1_contig_10219,0.821261,,
PiuraChilensis_v1_contig_1022,0.536381,PiuraChilensis_v1_contig_1022,other biological processes
PiuraChilensis_v1_contig_10220,0.70933,PiuraChilensis_v1_contig_10220,transport
PiuraChilensis_v1_contig_10221,0.795058,PiuraChilensis_v1_contig_10221,cell organization and biogenesis
PiuraChilensis_v1_contig_10221,0.795058,PiuraChilensis_v1_contig_10221,developmental processes
PiuraChilensis_v1_contig_10221,0.795058,PiuraChilensis_v1_contig_10221,other biological processes
PiuraChilensis_v1_contig_10222,0.801255,,
PiuraChilensis_v1_contig_10223,0.974648,,
PiuraChilensis_v1_contig_10224,0.68317,,
PiuraChilensis_v1_contig_10225,0.875146,PiuraChilensis_v1_contig_10225,transport
PiuraChilensis_v1_contig_10226,0.671125,PiuraChilensis_v1_contig_10226,DNA metabolism
PiuraChilensis_v1_contig_10226,0.671125,PiuraChilensis_v1_contig_10226,cell organization and biogenesis
PiuraChilensis_v1_contig_10226,0.671125,PiuraChilensis_v1_contig_10226,protein metabolism
PiuraChilensis_v1_contig_10227,0.886096,PiuraChilensis_v1_contig_10227,other biological processes
PiuraChilensis_v1_contig_10227,0.886096,PiuraChilensis_v1_contig_10227,protein metabolism
PiuraChilensis_v1_contig_10228,1.16252,,
PiuraChilensis_v1_contig_10229,0.908829,PiuraChilensis_v1_contig_10229,other metabolic processes
PiuraChilensis_v1_contig_1023,0.972432,PiuraChilensis_v1_contig_1023,RNA metabolism
PiuraChilensis_v1_contig_10230,0.496709,,
PiuraChilensis_v1_contig_10231,0.932698,,
PiuraChilensis_v1_contig_10232,0.829544,,
PiuraChilensis_v1_contig_10233,0.992784,PiuraChilensis_v1_contig_10233,cell organization and biogenesis
PiuraChilensis_v1_contig_10233,0.992784,PiuraChilensis_v1_contig_10233,death
PiuraChilensis_v1_contig_10233,0.992784,PiuraChilensis_v1_contig_10233,protein metabolism
PiuraChilensis_v1_contig_10233,0.992784,PiuraChilensis_v1_contig_10233,transport
PiuraChilensis_v1_contig_10234,0.998996,PiuraChilensis_v1_contig_10234,RNA metabolism
PiuraChilensis_v1_contig_10234,0.998996,PiuraChilensis_v1_contig_10234,cell organization and biogenesis
PiuraChilensis_v1_contig_10234,0.998996,PiuraChilensis_v1_contig_10234,other biological processes
PiuraChilensis_v1_contig_10234,0.998996,PiuraChilensis_v1_contig_10234,protein metabolism
PiuraChilensis_v1_contig_10234,0.998996,PiuraChilensis_v1_contig_10234,transport
PiuraChilensis_v1_contig_10235,0.555465,PiuraChilensis_v1_contig_10235,other metabolic processes
PiuraChilensis_v1_contig_10236,1.08026,PiuraChilensis_v1_contig_10236,signal transduction
PiuraChilensis_v1_contig_10237,1.53578,,
PiuraChilensis_v1_contig_10238,0.819775,,
PiuraChilensis_v1_contig_10239,0.667183,,
PiuraChilensis_v1_contig_1024,0.85548,PiuraChilensis_v1_contig_1024,RNA metabolism
PiuraChilensis_v1_contig_10240,0.730892,PiuraChilensis_v1_contig_10240,RNA metabolism
PiuraChilensis_v1_contig_10240,0.730892,PiuraChilensis_v1_contig_10240,protein metabolism
PiuraChilensis_v1_contig_10241,0.95265,PiuraChilensis_v1_contig_10241,cell cycle and proliferation
PiuraChilensis_v1_contig_10241,0.95265,PiuraChilensis_v1_contig_10241,other biological processes
PiuraChilensis_v1_contig_10242,0.981869,PiuraChilensis_v1_contig_10242,other metabolic processes
PiuraChilensis_v1_contig_10242,0.981869,PiuraChilensis_v1_contig_10242,transport
PiuraChilensis_v1_contig_10243,0.83905,,
PiuraChilensis_v1_contig_10244,0.849855,PiuraChilensis_v1_contig_10244,protein metabolism
PiuraChilensis_v1_contig_10244,0.849855,PiuraChilensis_v1_contig_10244,transport
PiuraChilensis_v1_contig_10245,1.06373,PiuraChilensis_v1_contig_10245,cell adhesion
PiuraChilensis_v1_contig_10245,1.06373,PiuraChilensis_v1_contig_10245,cell cycle and proliferation
PiuraChilensis_v1_contig_10245,1.06373,PiuraChilensis_v1_contig_10245,death
PiuraChilensis_v1_contig_10245,1.06373,PiuraChilensis_v1_contig_10245,signal transduction
PiuraChilensis_v1_contig_10246,0.43928,,
PiuraChilensis_v1_contig_10247,0.883485,PiuraChilensis_v1_contig_10247,RNA metabolism
PiuraChilensis_v1_contig_10248,0.843399,PiuraChilensis_v1_contig_10248,protein metabolism
PiuraChilensis_v1_contig_10248,0.843399,PiuraChilensis_v1_contig_10248,transport
PiuraChilensis_v1_contig_10249,0.421706,PiuraChilensis_v1_contig_10249,other metabolic processes
PiuraChilensis_v1_contig_1025,0.590657,,
PiuraChilensis_v1_contig_10250,0.932357,,
PiuraChilensis_v1_contig_10251,1.1014,PiuraChilensis_v1_contig_10251,protein metabolism
PiuraChilensis_v1_contig_10252,0.679214,PiuraChilensis_v1_contig_10252,RNA metabolism
PiuraChilensis_v1_contig_10252,0.679214,PiuraChilensis_v1_contig_10252,developmental processes
PiuraChilensis_v1_contig_10252,0.679214,PiuraChilensis_v1_contig_10252,other biological processes
PiuraChilensis_v1_contig_10253,0.672235,,
PiuraChilensis_v1_contig_10254,0.251236,PiuraChilensis_v1_contig_10254,RNA metabolism
PiuraChilensis_v1_contig_10254,0.251236,PiuraChilensis_v1_contig_10254,other metabolic processes
PiuraChilensis_v1_contig_10255,1.17479,,
PiuraChilensis_v1_contig_10256,0.919725,,
PiuraChilensis_v1_contig_10257,0.913708,PiuraChilensis_v1_contig_10257,other biological processes
PiuraChilensis_v1_contig_10257,0.913708,PiuraChilensis_v1_contig_10257,transport
PiuraChilensis_v1_contig_10258,0.758089,,
PiuraChilensis_v1_contig_10259,0.703294,PiuraChilensis_v1_contig_10259,other biological processes
PiuraChilensis_v1_contig_10259,0.703294,PiuraChilensis_v1_contig_10259,signal transduction
PiuraChilensis_v1_contig_1026,0.531828,,
PiuraChilensis_v1_contig_10260,0.471907,PiuraChilensis_v1_contig_10260,cell organization and biogenesis
PiuraChilensis_v1_contig_10260,0.471907,PiuraChilensis_v1_contig_10260,transport
PiuraChilensis_v1_contig_10261,0.566892,,
PiuraChilensis_v1_contig_10262,0.675538,PiuraChilensis_v1_contig_10262,death
PiuraChilensis_v1_contig_10262,0.675538,PiuraChilensis_v1_contig_10262,other biological processes
PiuraChilensis_v1_contig_10262,0.675538,PiuraChilensis_v1_contig_10262,other metabolic processes
PiuraChilensis_v1_contig_10262,0.675538,PiuraChilensis_v1_contig_10262,protein metabolism
PiuraChilensis_v1_contig_10262,0.675538,PiuraChilensis_v1_contig_10262,signal transduction
PiuraChilensis_v1_contig_10263,0.762247,,
PiuraChilensis_v1_contig_10264,0.988456,,
PiuraChilensis_v1_contig_10265,0.857691,PiuraChilensis_v1_contig_10265,other metabolic processes
PiuraChilensis_v1_contig_10265,0.857691,PiuraChilensis_v1_contig_10265,protein metabolism
PiuraChilensis_v1_contig_10266,0.661962,,
PiuraChilensis_v1_contig_10267,0.620024,,
PiuraChilensis_v1_contig_10268,0.63731,,
PiuraChilensis_v1_contig_10269,0.696856,,
PiuraChilensis_v1_contig_1027,0.856842,PiuraChilensis_v1_contig_1027,RNA metabolism
PiuraChilensis_v1_contig_10270,0.759883,,
PiuraChilensis_v1_contig_10271,1.14466,,
PiuraChilensis_v1_contig_10272,1.01514,PiuraChilensis_v1_contig_10272,developmental processes
PiuraChilensis_v1_contig_10272,1.01514,PiuraChilensis_v1_contig_10272,other metabolic processes
PiuraChilensis_v1_contig_10272,1.01514,PiuraChilensis_v1_contig_10272,protein metabolism
PiuraChilensis_v1_contig_10272,1.01514,PiuraChilensis_v1_contig_10272,signal transduction
PiuraChilensis_v1_contig_10272,1.01514,PiuraChilensis_v1_contig_10272,stress response
PiuraChilensis_v1_contig_10273,0.874467,,
PiuraChilensis_v1_contig_10274,0.677542,PiuraChilensis_v1_contig_10274,other biological processes
PiuraChilensis_v1_contig_10274,0.677542,PiuraChilensis_v1_contig_10274,transport
PiuraChilensis_v1_contig_10275,0.731685,PiuraChilensis_v1_contig_10275,cell-cell signaling
PiuraChilensis_v1_contig_10275,0.731685,PiuraChilensis_v1_contig_10275,developmental processes
PiuraChilensis_v1_contig_10275,0.731685,PiuraChilensis_v1_contig_10275,other metabolic processes
PiuraChilensis_v1_contig_10276,0.777051,,
PiuraChilensis_v1_contig_10277,0.63182,PiuraChilensis_v1_contig_10277,RNA metabolism
PiuraChilensis_v1_contig_10278,0.666419,,
PiuraChilensis_v1_contig_10279,0.922249,,
PiuraChilensis_v1_contig_1028,0.684993,PiuraChilensis_v1_contig_1028,RNA metabolism
PiuraChilensis_v1_contig_1028,0.684993,PiuraChilensis_v1_contig_1028,cell organization and biogenesis
PiuraChilensis_v1_contig_1028,0.684993,PiuraChilensis_v1_contig_1028,developmental processes
PiuraChilensis_v1_contig_10280,0.567858,PiuraChilensis_v1_contig_10280,other metabolic processes
PiuraChilensis_v1_contig_10281,0.692482,PiuraChilensis_v1_contig_10281,other biological processes
PiuraChilensis_v1_contig_10282,0.569085,,
PiuraChilensis_v1_contig_10283,0.596451,,
PiuraChilensis_v1_contig_10284,0.461442,PiuraChilensis_v1_contig_10284,cell cycle and proliferation
PiuraChilensis_v1_contig_10284,0.461442,PiuraChilensis_v1_contig_10284,cell organization and biogenesis
PiuraChilensis_v1_contig_10285,0.471553,,
PiuraChilensis_v1_contig_10286,0.61876,PiuraChilensis_v1_contig_10286,other biological processes
PiuraChilensis_v1_contig_10287,0.651657,PiuraChilensis_v1_contig_10287,RNA metabolism
PiuraChilensis_v1_contig_10288,1.77308,,
PiuraChilensis_v1_contig_10289,0.869475,PiuraChilensis_v1_contig_10289,other biological processes
PiuraChilensis_v1_contig_10289,0.869475,PiuraChilensis_v1_contig_10289,transport
PiuraChilensis_v1_contig_1029,0.762351,,
PiuraChilensis_v1_contig_10290,0.571696,,
PiuraChilensis_v1_contig_10291,0.877618,PiuraChilensis_v1_contig_10291,DNA metabolism
PiuraChilensis_v1_contig_10291,0.877618,PiuraChilensis_v1_contig_10291,cell organization and biogenesis
PiuraChilensis_v1_contig_10291,0.877618,PiuraChilensis_v1_contig_10291,death
PiuraChilensis_v1_contig_10291,0.877618,PiuraChilensis_v1_contig_10291,other biological processes
PiuraChilensis_v1_contig_10292,0.28105,PiuraChilensis_v1_contig_10292,other biological processes
PiuraChilensis_v1_contig_10292,0.28105,PiuraChilensis_v1_contig_10292,stress response
PiuraChilensis_v1_contig_10293,0.435619,,
PiuraChilensis_v1_contig_10294,0.989736,PiuraChilensis_v1_contig_10294,cell organization and biogenesis
PiuraChilensis_v1_contig_10294,0.989736,PiuraChilensis_v1_contig_10294,other biological processes
PiuraChilensis_v1_contig_10294,0.989736,PiuraChilensis_v1_contig_10294,protein metabolism
PiuraChilensis_v1_contig_10294,0.989736,PiuraChilensis_v1_contig_10294,transport
PiuraChilensis_v1_contig_10295,0.793991,PiuraChilensis_v1_contig_10295,developmental processes
PiuraChilensis_v1_contig_10295,0.793991,PiuraChilensis_v1_contig_10295,protein metabolism
PiuraChilensis_v1_contig_10296,0.587304,PiuraChilensis_v1_contig_10296,other metabolic processes
PiuraChilensis_v1_contig_10297,0.915693,PiuraChilensis_v1_contig_10297,protein metabolism
PiuraChilensis_v1_contig_10298,0.928603,PiuraChilensis_v1_contig_10298,transport
PiuraChilensis_v1_contig_10299,0.497755,PiuraChilensis_v1_contig_10299,other metabolic processes
PiuraChilensis_v1_contig_103,0.69953,,
PiuraChilensis_v1_contig_1030,1.03662,PiuraChilensis_v1_contig_1030,RNA metabolism
PiuraChilensis_v1_contig_1030,1.03662,PiuraChilensis_v1_contig_1030,death
PiuraChilensis_v1_contig_1030,1.03662,PiuraChilensis_v1_contig_1030,signal transduction
PiuraChilensis_v1_contig_10300,0.852831,,
PiuraChilensis_v1_contig_10301,0.608989,,
PiuraChilensis_v1_contig_10302,0.424878,,
PiuraChilensis_v1_contig_10303,1.03423,PiuraChilensis_v1_contig_10303,DNA metabolism
PiuraChilensis_v1_contig_10303,1.03423,PiuraChilensis_v1_contig_10303,protein metabolism
PiuraChilensis_v1_contig_10303,1.03423,PiuraChilensis_v1_contig_10303,stress response
PiuraChilensis_v1_contig_10304,0.530959,,
PiuraChilensis_v1_contig_10305,0.767889,PiuraChilensis_v1_contig_10305,transport
PiuraChilensis_v1_contig_10306,0.640683,PiuraChilensis_v1_contig_10306,RNA metabolism
PiuraChilensis_v1_contig_10306,0.640683,PiuraChilensis_v1_contig_10306,cell organization and biogenesis
PiuraChilensis_v1_contig_10306,0.640683,PiuraChilensis_v1_contig_10306,other metabolic processes
PiuraChilensis_v1_contig_10306,0.640683,PiuraChilensis_v1_contig_10306,transport
